3973|129|What are other  effects?|there are also evidence of reduced type I (IFNβ) and III (IFNλ) interferon production due to type 2-skewed inflammation, which contributes to imperfect clearance of the virus resulting in persistence of viral components, or the live virus in the airway epithelium |2020-08-13 05:00:33
2252|89|What is marked in blue?|residues for the PBD|2020-08-13 05:00:15
885|133|What other tests should be considered for 2019-nCOV epidemiology?|serology should be considered for 2019-nCoV epidemiology.|2020-08-13 05:00:03
4084|31|How many patients had acute RTIs?|263|2020-08-13 05:00:41
1892|139|What was the result  of the Imperial College estimation?|at there had been 4000 (95%CI: 1000-9700) cases in Wuhan with symptoms onset by 18 January 2020, and the basic reproduction number (R 0 ) was estimated at 2.6 (95|2020-08-13 05:00:54
4059|30|What causes acute respiratory illness in young children?|Human metapneumovirus (HMPV)|2020-08-13 05:00:50
603|86|What cells are infected by the PED virus?|intestine epithelial cells|2020-08-13 05:00:46
5144|106|Where was alpha-tubulin found least abundantly in the cell?|nuclear|2020-08-13 05:00:47
5141|106|How long is the nuclear protein PARP-1?|113 kDa|2020-08-13 05:00:08
1766|94|What demonstrate the potential of phage in applications for nanomaterials?|construction of two-and threedimensional nanomaterials with more advanced architectures, including semiconducting nanowires (Mao et al., 2003 (Mao et al., , 2004 , nanoparticles , and nanocomposites (Oh et al., 2012; Chen et al., 2014)|2020-08-13 05:00:48
2151|80|Is coinfection common in influenza infection?|influenza virus infections are often accompanied by other viral pathogens|2020-08-13 05:00:13
3613|82|What happened to the report with initial claims?| Because of the many concerns raised by the international community, the authors who made the initial claim have already withdrawn this report.|2020-08-13 05:00:51
1730|94|What has the bacteriphage technology and the library of folded protein variants enabled?|the ability to seamlessly connect genetic information with protein function for a large number of protein variants simultaneously, and has been widely and productively exploited in studies of proteinprotein interactions|2020-08-13 05:00:40
5217|14|What factors make H5N1 a worldwide threat to public health?|rapid spread and high pathogenicity|2020-08-13 05:00:54
3465|69|What were the  Impact of Event Scale–Revised scores?| 21.0 [8.5-34.5] vs 18.0 [6.0-28.0] in Hubei outside Wuhan and 15.0 [4.0-26.0] outside Hubei; P < .001).|2020-08-13 05:00:56
1658|4|What is a significant cause of Influenze like illness among healthy adolescents and adults presenting for medical evaluation?|HCoV|2020-08-13 05:00:24
1625|25|What is the Hepatitis C virus?|enveloped, positive-stranded RNA virus|2020-08-13 05:00:23
5192|102|What did this study show?|recombinant L. casei expressing CTA1-sM2 induced long-lasting immunity and conferred protection against lethal infections by influenza|2020-08-13 05:00:56
937|97|What vaccine can be used to prevent Venezuelan equine encephalitis virus?|TC83|2020-08-13 05:00:38
3031|7|How many tuberculosis patients in Shandong were over 65 years old?|over half|2020-08-13 05:00:04
2490|109|hen did Asian genotype emerge?|between 50 and 310 y ago,|2020-08-13 05:00:17
3696|140| What is important for understanding the origin and evolution of this novel lineage B betacoronavirus.|Learning from the roles of civet in SARS and camel in MERS, hunting for the animal source of 2019-nCoV and its more ancestral virus|2020-08-13 05:00:00
3985|129|What may the epithelial destruction cause?|may also promote further epithelial remodeling during its regeneration as viral infection induces the expression of remodeling genes such as MMPs and growth factors . Infections that cause massive destruction of the epithelium, such as IFV, usually result in severe acute exacerbations with non-classical symptoms of chronic airway inflammatory diseases.|2020-08-13 05:00:24
2967|128|How can the 2019-nCov spread?| from person to person,|2020-08-13 05:00:42
5275|56|What proteins does the Arenavirus produce?|a glycoprotein, a nucleoprotein (NP), a matrix protein (Z), and a polymerase (L)|2020-08-13 05:00:32
852|131|What is Italy's estimated mean percentage [95% credible interval] of total population infected as of 28th March?|9.8% [3.2%-26%]|2020-08-13 05:00:34
4559|84|What potential mechanism,  could be presumed to underlie the pathogenesis of HCPS?|Direct viral effects|2020-08-13 05:00:13
1889|139|As of 26 January 2020, what had the outbreak resulted in?|k had resulted in 2066 (618 of them are in Wuhan) confirmed cases and 56 (45 of them were in Wuhan) deaths in |2020-08-13 05:00:03
1101|138|Do seasonal temperatures and humidity explain  the appearance of the three waves of the 1918 swine flu?|such factors cannot explain the 3 pandemicwaves of 1918-1919, which occurred in the spring-sum-mer, summer—fall, and winter (of the NorthernHemisphere), respectively. The ﬁrst 2 waves occurred at atime of year normally unfavorable to inﬂuenza Virusspread. The second wave caused simultaneous outbreaksin the Northern and Southern Hemispheres fromSeptember to November. |2020-08-13 05:00:43
1914|145|What is the impact of disease outbreaks?|Disease outbreaks further reduce access to limited healthcare, which is increasingly disrupted by attacks on health facilities and the persistent overburdening of health systems. |2020-08-13 05:00:04
1610|37|What is the most common infection in childhood?|acute RTI|2020-08-13 05:00:33
5213|48|What followup is needed to confirm the results of the current study?|a larger, longitudinal study on the etiology and severity of pneumonia|2020-08-13 05:00:07
308|127|What is the primary etiology of acute respiratory infection?|viral|2020-08-13 05:00:13
2514|109|What is the finding on E1-A226V in Indian Ocean?|mutation was not present at the beginning of the Indian Ocean Islands outbreak (before September 2005). However, more than 90% of later viral strains found there had incorporated the mutation (December-March 2006), indicating a genotype switch during the winter season|2020-08-13 05:00:23
859|131|What is the estimated averaged initial reproduction number [95% credible interval] for Western Europe as of 28th March?|3.87 [3.01-4.66]|2020-08-13 05:00:55
1248|105|What inactivated vaccines are available?|whole virus inactivated, split virus inactivated, and subunit vaccines.|2020-08-13 05:00:10
4425|74|For what SCA algorithm was applied to improve the ANFIS model ?|to forecast oil consumption in three countries, namely, Canada, Germany, and Japan.|2020-08-13 05:00:57
2980|128|What can also play  a role?|indirect transmission via fomites|2020-08-13 05:00:29
4458|84|Which pathogenic RNA viruses are hosted by small mammals?| Arenaviridae and Bunyaviridae: Hantavirus |2020-08-13 05:00:44
3242|58|What are the most frequent clinical manifestations of human adenovirus type 55 (HAdV-55) induced ARDS?|Persistent high fever, dyspnea and rapid progression to respiratory failure within 2 weeks, together with bilateral consolidations and infiltrates|2020-08-13 05:00:17
4546|84|What does the virus seed?|local endothelium|2020-08-13 05:00:13
1626|25|How many people have persistent hepatitis C virus?|170 million people worldwide|2020-08-13 05:00:29
5313|134|What was the major contribution of this study?|the first study to describe the role of NEAT1 in HTNV infection|2020-08-13 05:00:03
3466|69|What were the results of analysis?|participants from outside Hubei province were associated with lower risk of experiencing symptoms of distress compared with those in Wuhan (odds ratio [OR], 0.62; 95% CI, 0.43-0.88; P = .008)|2020-08-13 05:00:08
3004|6|What are the current clinically-available methods to detect encephalitis viral antigens?|ELISA and IFA|2020-08-13 05:00:07
318|1|How does Mannanose Binding Lectin (MBL) affect elimination of HIV-1 pathogen?|Mannose-binding lectin (MBL) is an innate immune receptor synthesised in the liver and secreted in the bloodstream in response to inflammation signal. MBL promotes pathogen elimination by opsonization and phagocytosis,|2020-08-13 05:00:00
658|68|Mechanism of action of Chloroquine(CQ) and Hydroxychloroquine(HCQ) against COVID-19?|CQ and HCQ are weak bases that are known to elevate the pH of acidic intracellular organelles|2020-08-13 05:00:31
3668|99|What is the disadvantage of upper respiratory tract specimens?|hey have potentially lower viral loads and may have higher risk of false-negatives among the mild MERS and SARS cases [102, 103] , and likely among the 2019-nCoV cases.|2020-08-13 05:00:40
3719|140|What would be the benefit of the identity of the S2 unit?| the broad spectrum antiviral peptides against S2 would be an important preventive and treatment modality for testing in animal models before clinical trials |2020-08-13 05:00:03
4186|115| Compared to severe acute respiratory syndrome (SARS)  and another sometimes- fatal zoonotic coronavirus disease, how does MERS affect the patients?|MERS progresses more rapidly to respiratory failure and acute kidney injury (it also has an affinity for growth in kidney cells under laboratory conditions), is more frequently reported in patients with underlying disease and is more often fatal.|2020-08-13 05:00:14
3650|99|What are the results on seroconversion?| Seroconversion measured by S1-ELISA occurred in 86% and 94% participants after 2 and 3 doses, respectively, and was maintained in 79% participants up to study end at week 60.|2020-08-13 05:00:51
254|11|What was the clinical attack rate in the 2009 H1N1 pandemic?|20%|2020-08-13 05:00:56
316|1|What is the role of C-C Motif Chemokine Ligand 3 Like 1 (CCL3L1) in mother to child transmission of HIV-1?|High copy numbers of CCL3L1, a potent HIV-1 suppressive ligand for CCR5, are associated with higher chemokine production and lower risk of MTCT of HIV-1 among South African infants|2020-08-13 05:00:52
4112|81|What did the study highlight?|several co-infections, showing that concomitant the multiple etiology of ILI|2020-08-13 05:00:39
1232|71|What is the selective index in high throughput screening?|the 50% cytotoxic concentration|2020-08-13 05:00:28
4015|129|What are IFV infection shown to do?| increase miR-125a and b, and miR-132 in COPD epithelium which inhibits A20 and MAVS; and p300 and IRF3, respectively, resulting in increased susceptibility to viral infections |2020-08-13 05:00:09
5194|12|How many patients were i this study?|102|2020-08-13 05:00:35
4175|115|Where was the the case first to be publicly reported was from ?|Jeddah, in the Kingdom of Saudi Arabia (KSA)|2020-08-13 05:00:32
1925|145|What is possible in many resource -limited  settings?|Widespread introduction of alcohol-based hand rubs |2020-08-13 05:00:08
570|2|What inhibits S-palmitoylation?|2-bromopalmitic acid (2BP)|2020-08-13 05:00:55
1088|138|What is an unique feature of the 1918 swine flu?|the simultaneous (or nearly simultaneous) infectionof humans and swin|2020-08-13 05:00:37
5162|111|Which organ was used for the RNA sequencing samples?|spleen|2020-08-13 05:00:00
3668|99|What is the disadvantage of upper respiratory tract specimens?|hey have potentially lower viral loads and may have higher risk of false-negatives among the mild MERS and SARS cases [102, 103] , and likely among the 2019-nCoV cases.|2020-08-13 05:00:14
2131|26|Where was hepcidin first discovered?|human urine|2020-08-13 05:00:53
1583|105|What are the appealing qualities of the NDV vector?|As an avian virus, there is little or no preexisting immunity to NDV in humans and NDV propagates to high titers in both chicken eggs and cell culture. |2020-08-13 05:00:16
4374|115|Which city has had has had more MERS cases than any other region of the KSA ?|Riyadh|2020-08-13 05:00:32
3461|69|What proportion of healthcare workers reported symptoms of insomnia?|34.0%|2020-08-13 05:00:09
5262|61|What were the aims of this study?|to investigate the different pathogens involved in ILI and describe the associated symptoms|2020-08-13 05:00:18
4112|81|What did the study highlight?|several co-infections, showing that concomitant the multiple etiology of ILI|2020-08-13 05:00:10
3241|58|What is the mean duration of time from first positive chest x-ray to bilateral multilobar lung infiltrates in human adenovirus type 55 (HAdV-55)?|4.8 days|2020-08-13 05:00:23
634|77|What can be the main challenges in managing a hospital outbreak of COVID-19?| (1) early identification of outbreak, (2) rapid expansion of patients, (3) high risk of nosocomial transmission, (4) unpredictability of size impacted, and (5) lack of backup resource.|2020-08-13 05:00:09
1073|138|Are the descendant H1N1 strains of the 1918 H1N1 swine flu (Spanish Influenza) virus, still prevalent?|H1N1 Viruses descended from the 1918 strain, as well as H3N2 Viruses, have now been cocirculating worldwide for29 years and show little evidence of imminent extinction.|2020-08-13 05:00:45
3727|140|What is the consequence of  lack of deletions in Yunnan strains?|can use human ACE2 as a cellular entry receptor. |2020-08-13 05:00:19
2513|109|Where were  the CHIKV strain found?|All of the CHIKV strains isolated from Mayotte carried the E1-A226V mutation, and the mutation was also found in Madagascar in 2007 [|2020-08-13 05:00:43
5196|12|How long did the patient breath into the RTube?|10 minutes|2020-08-13 05:00:49
1584|105|What is the appealing quality of the NDV vector?|As a paramyxovirus, there is no DNA phase in the virus lifecycle reducing concerns of integration events, and the levels of gene expression are driven by the proximity to the leader sequence at the 3' end of the viral genome. This gradient of gene expression enables attenuation through rearrangement of the genome, or by insertion of transgenes within the genome.|2020-08-13 05:00:02
4106|81|Which two seasons were identified for trends in virus circulation??|winter season during weeks 23 to 39 between June and September and summer season during the rest of the year.|2020-08-13 05:00:21
1907|139|How was the epidemic curve modeled?|, the C i series, as an exponential growin|2020-08-13 05:00:40
227|113|When did the White House launch the "15 Days to Slow the Spread" program?|March 16|2020-08-13 05:00:29
2456|117|Who must be assigned to the clean area?|Pregnant staff |2020-08-13 05:00:15
2141|80|What is Carrageenan?|a clinically proven and marketed compound for the treatment of viral upper respiratory tract infections|2020-08-13 05:00:53
301|146|What  factors would contribute now to the faster rates of influenza infections?|Nowadays, we travel faster, and we travel more frequently and globally, and we have more complicated social activities and lifestyles, thereby increasing the chances of viral mutation; and we realize that influenza viruses are even easier to reassort, recombine, and mutate in nature than many other RNA viruses.|2020-08-13 05:00:06
3026|7|What was the response rate for the study?|95% to 97%|2020-08-13 05:00:14
1551|105|What animal adenoviruses have been shown to induce immunity comparable to rdA5-HA?|Swine, NHP and bovine adenoviruses expressing H5 HA antigens |2020-08-13 05:00:44
655|68|In vitro comparison of antiviral activity of Chloroquine(CQ) and Hydroxychloroquine(HCQ) against COVID-19?|compare the antiviral activity of CQ versus HCQ, the dose-response curves|2020-08-13 05:00:03
4574|82|what is the clinical manifestation similar to?|to that of the severe acute respiratory syndrome (SARS) caused by SARS-CoV. |2020-08-13 05:00:34
590|67|What is the Boosted Regression Tree method?|BRT utilizes regression trees and boosting algorithms to fit several models and combines them for improving prediction by performing iterative loop throughout the model |2020-08-13 05:00:14
1918|145|What is an example of intractable structural challenge?|overcrowding limit the implementation of both quarantine of those exposed and isolation of those who are ill. |2020-08-13 05:00:35
4397|74|When is SSA generally employed?|to improve FPA to avoid its drawbacks (i.e., getting trapped at the local optima)|2020-08-13 05:00:22
3657|99|What was the result of the phase 1 trial of IgG immunoglobin?|The trial conducted in the United States in 2017 demonstrated SAB-301 to be safe and well-tolerated at single doses. |2020-08-13 05:00:51
3598|82|What did the Nature Medicine paper report?|the construction of a chimeric CoV with a bat CoV S gene (SHC014) in the backbone of a SARS CoV that has adapted to infect mice (MA15) and is capable of infecting human cells|2020-08-13 05:00:58
1492|105|What is the advantage of recombinant DNA systems?|allow ready manipulation and modification of the vector genome|2020-08-13 05:00:23
1238|116|What is PHEIC?|Public Health Emergency of International Concern'|2020-08-13 05:00:20
5308|76|What was the reported infection rate for influenza?|30.0%|2020-08-13 05:00:54
5169|92|How are type A, B, and C viruses determined?|antigenic differences of their nucleoprotein and matrix protein|2020-08-13 05:00:07
3015|7|What is the population of Shandong province?|94 million|2020-08-13 05:00:06
3271|29|What are the symptoms of HBoV1 infection?|cough, rhinitis, fever|2020-08-13 05:00:00
331|23|What molecules have been shown to hinder T cell responses to viral infections?|Excessive reactive oxygen species (ROS)|2020-08-13 05:00:04
3680|44|Who performed the sampling procedures?|veterinarians|2020-08-13 05:00:43
1223|71|Where is Q130 located in the NS4B protein?|transmembrane domain 3|2020-08-13 05:00:51
4226|115|What percentage of of all reported cases has MERS  reportedly killed in KSA?|42 %|2020-08-13 05:00:27
3615|82|What is the conclusion of this report?| there is currently no credible evidence to support the claim that SARS-CoV-2 originated from a laboratory-engineered CoV. It is more likely that SARS-CoV-2 is a recombinant CoV generated in nature between a bat CoV and another coronavirus in an intermediate animal host. |2020-08-13 05:00:08
4506|84|How does it traffic?| via the endoplasmic reticulum-Golgi intermediate complex (ERGIC), also known as vesicular-tubular cluster |2020-08-13 05:00:22
4503|84|What have confocal microscopy and biochemical-inhibitor studies shown?| that N tracks along microtubules|2020-08-13 05:00:51
1236|126|What is the number of inbound passengers from China?| 63.1 million per year in 2017 |2020-08-13 05:00:56
2176|40|Why is laboratory confirmation of influenza infection not commonly performed?|diagnosis will often not alter patient management, a paucity of real-time, accurate, inexpensive testing methods [4] and because influenza is not recognized as the etiology of the clinical presentation|2020-08-13 05:00:04
2732|112|How are bats different?|Bats, however, have adapted anti-inflammatory traits that protect them from such harm, include the loss of certain genes that normally promote inflammation.|2020-08-13 05:00:10
1765|94|What is the filamentous phage varion is made of?|made up of ∼2,500-4,000 overlapping copies of the 50-residue major coat protein, pVIII, arranged in a shingle-type lattice. Each monomer has an array of chemically addressable groups available for bioorthogonal conjugation, including two primary amine groups (shown in red), three carboxyl groups (show in blue) and two hydroxyl groups (show in green). The 12 N-terminal residues generally exposed to the immune system for antibody binding |2020-08-13 05:00:07
5148|106|What is the significance of this study?|the first proteomic analysis of dynamic composition of the nucleolus in response to HIV-1 Tat expression|2020-08-13 05:00:06
923|13|What is emphyema?|a rare complication of pneumonia|2020-08-13 05:00:32
3797|135|How many were male?| 25 |2020-08-13 05:00:10
2974|128|To what the lack of exposure report could be attributed?| lack of awareness or recall bias|2020-08-13 05:00:37
1530|105|What is  the result of rAd5 trials?|clinical trials with rAd vectors have overall been successful, demonstrating safety and some level of efficacy,|2020-08-13 05:00:14
2971|128|What should have reduced the basic reproduction number in January?|Control measures and changes in population behaviou|2020-08-13 05:00:01
3896|51|Was is the response rate of the Hepatitis C virus to direct-acting antiviral treatments?|up to 98%|2020-08-13 05:00:58
3995|129|What is  the destabilization is further compounded by?| impaired bacterial immune response, either from direct viral influences, or use of corticosteroids to suppress the exacerbation symptoms|2020-08-13 05:00:48
251|11|What influenza virus was identified in China in 2013?|H7N9|2020-08-13 05:00:58
5222|14|What is the result of the current study?|the anti-H5N1 effects of EAP offer an alternative strategy for developing antiinfluenza agents|2020-08-13 05:00:01
4373|115|What does clade B comprise?|the majority of human and camel genomes deduced thus far|2020-08-13 05:00:19
2139|26|What leads to oxidative stress in the body?|production of ROS|2020-08-13 05:00:15
3612|82|What was reported in  a rebuttal paper led by an HIV-1 virologist Dr. Feng Gao?| they used careful bioinformatics analyses to demonstrate that the original claim of multiple HIV insertions into the SARS-CoV-2 is not HIV-1 specific but random |2020-08-13 05:00:50
1625|25|What is the Hepatitis C virus?|enveloped, positive-stranded RNA virus|2020-08-13 05:00:04
4238|115|How have some sero-assays bypassed the risks of working with infectious virus?| by creating transfected cells expressing recombinant portions of the MERS-CoV nucleocapsid and spike proteins [|2020-08-13 05:00:26
899|104|What protein is in the critical path of immunity and cytokine expression?|MAPK|2020-08-13 05:00:17
4401|74|What did the comparison of  the FPASSA-ANFIS model with several existing models, show?|it showed better performance in terms of Mean Absolute Percentage Error (MAPE), Root Mean Squared Relative Error (RMSRE), Root Mean Squared Relative Error (RMSRE), coefficient of determination ( R 2 ), and computing time. |2020-08-13 05:00:05
4028|129|What may studies in natural exacerbations and in viral-challenge models using RNA-sequencing (RNA-seq) or single cell RNA-seq on a range of time-points  provide?|important information regarding viral pathogenesis and changes induced within the airway of chronic airway inflammatory disease patients to identify novel targets and pathway for improved management of the disease.|2020-08-13 05:00:28
1914|145|What is the impact of disease outbreaks?|Disease outbreaks further reduce access to limited healthcare, which is increasingly disrupted by attacks on health facilities and the persistent overburdening of health systems. |2020-08-13 05:00:45
4496|84|As an RNA-binding protein that engages the hairpin termini of the genomic segments, what does the N-protein of hantavirus do?| it limits the access of the RNA to host nucleases |2020-08-13 05:00:34
645|77|Why exposure risk of COVID-19 is very high for ICU staff and what precautions should be taken?| substantial exposure risk for ICU staff because of the following reasons|2020-08-13 05:00:14
820|131|When did China introduce strict movement restrictions and other measures including case isolation and quarantine?|23rd January|2020-08-13 05:00:54
4008|129|What does mucus overproduction do?| disrupt the equilibrium of the mucociliary function following viral infection, resulting in symptoms of acute exacerbation|2020-08-13 05:00:22
2996|5|What is required for a Hepatitis B infection in cells?|both intracellular and cell-surface factors|2020-08-13 05:00:25
5257|60|What is the classical cutoff value for antibody titers?|1/40|2020-08-13 05:00:04
1497|105|How many serotypes of adenovirus are there?|53 |2020-08-13 05:00:16
3010|6|What was the spotting concentration range for the capture antibodies?|from 0.2 to 0.0125 mg/ml|2020-08-13 05:00:23
661|68|What is the effect of Chloroquine(CQ) and Hydroxychloroquine(HCQ) on endosomal maturation and endocytosis in COVID-19 treatment?|Since acidification is crucial for endosome maturation and function, we surmise that endosome maturation might be blocked at intermediate stages of endocytosis,|2020-08-13 05:00:02
5191|102|What was found in the lungs of the control mice in this study?|severe pneumonitis|2020-08-13 05:00:47
4564|84|What does the hamster model for HCPS caused by?|by capillary leak that results in pulmonary edema and the production of a pleural effusion with exudative characteristics|2020-08-13 05:00:12
1609|37|How much of a greater risk are children than adults to viral infections?|two to three times more frequently|2020-08-13 05:00:06
5134|106|Which viruses target the nucleolus as part of their replication strategy?|HIV-1, hCMV, HSV and KSHV|2020-08-13 05:00:00
4084|31|How many patients had acute RTIs?|263|2020-08-13 05:00:49
5177|100|What types of cells follow epithelial cells in the immune response to infections in the lung?|alveolar macrophages|2020-08-13 05:00:02
2251|89|What is labeled in red?|residues corresponding to the NHR pocket region|2020-08-13 05:00:02
3044|8|What could be novel candidates as potent inhibitors of papain like cysteine proteases in resistant microorganisms?|1-substituted pyridylimidazo[1,5-a]pyridine derivatives|2020-08-13 05:00:37
587|67|What is the relationship between HIN1 viral transmission and poultry production.| landscapes where intensive and extensive forms of poultry production overlap were found at greater risk|2020-08-13 05:00:18
1603|36|What was the most common virus detected in community samples in Ilorin, Nigeria?|Coronavirus OC43|2020-08-13 05:00:01
5270|62|Where is the bearded vulture (Gypaetus barbatus) commonly found?|the Pyrenees|2020-08-13 05:00:39
1879|139|What  is likely increase of the reporting rate after the 17th January 2020?|reased 21-fold (95% CI: 18|2020-08-13 05:00:00
4468|84|What is the categorization of hantaviruses as belonging to the family Bunyaviridae due in part to?| the consistent presence of three RNA genomes that are circularized in vivo as a result of the presence of terminal complementary nucleotides that help fold the genome into a -hairpin‖ morphology,|2020-08-13 05:00:45
4210|115|What is the incubation period of MERS?| five to six days, ranging from two to 16 days|2020-08-13 05:00:50
585|67|What is the relationship between urbanization and risk of emergence of flu-like diseases?| findings suggest that urbanization spatially combines risk factors to produce particular types of peri-urban landscapes with significantly higher HPAI H5N1 emergence risk.|2020-08-13 05:00:39
1270|98|What role does initial viral titer play in the prognosis of SARS-CoV and MERS-CoV?|In patients with high initial viral titers there is a poor prognosis|2020-08-13 05:00:29
1184|108|What do ribozymes consist of?|circular single-stranded RNAs|2020-08-13 05:00:08
2133|26|What stimulates the release of hepcidin?|inflammatory reactions and high Fe concentrations|2020-08-13 05:00:24
4191|115|Where was the Email published?|on the website of the professional emerging diseases (ProMED) network|2020-08-13 05:00:17
282|103|What are viroporins?|transmembrane pore-forming viral proteins|2020-08-13 05:00:23
2473|109|What conclusion is drawn in this report?|With the threat of an emerging global pandemic, the peculiar problems associated with the more immediate and seasonal epidemics warrant the development of an effective vaccine.|2020-08-13 05:00:22
4429|74|What  is the FPA optimization algorithm inspired by?|inspired by the flow pollination process of the flowering plants.|2020-08-13 05:00:50
4198|115|What does subsequent transmission of MERS-CoV to other humans require?| relatively close and prolonged exposure |2020-08-13 05:00:59
2149|80|How many severe cases are there for annual influenza epidemics?| Worldwide, annual epidemics result in about three to five million cases of severe illness|2020-08-13 05:00:55
1736|94|What does  the term "phage display" refer to?| a recombinant filamentous phage displaying a single polypeptide sequence on its surface (or more rarely, bispecific display achieved via fusion of polypeptides to two different capsid proteins)|2020-08-13 05:00:56
4282|115|How long after Infectious MERS-CoV added to DC, goat or cow milk and stored at 4°C could be recovered?| up to 48 h|2020-08-13 05:00:03
2461|117|What is the reason to adopt low-dose CT?| low-dose chest CT has beenwidely used in the screening of early lung cancer. It is well known that many early lung cancersare ground-glass opacities (GGO), so we believe that low-dose screening is also applicable forCOVID-19. In addition, considering the rapid development of COVID-19, many CT14examinations may be conducted in the same individual to monitor disease progress. Low-dosescanning can reduce the radiation damage to patients.|2020-08-13 05:00:02
3640|99|What is the threshold sensitivity of  Real time PCR?|10 genome equivalents per reaction|2020-08-13 05:00:03
1187|125|How many  COVID-19 cases were confirmed on the Diamond Princess cruise ship?|199|2020-08-13 05:00:42
1623|10|How many open reading frames are in the SAIBK gene?|10|2020-08-13 05:00:46
919|3|How many nucleotides does bovine coronavirus contain?|30,847 nucleotides|2020-08-13 05:00:41
2747|112|What was demonstrated in deriving the equation for R 0?| invasion threshold is elevated at high values of constitutive antiviral acquisition,|2020-08-13 05:00:39
1622|10|How long is the SAIBK gene?|27,534 nucleotides|2020-08-13 05:00:30
5185|102|Why is matrix protein 2 (M2) an attractive target for a universal influenza vaccine?|highly conserved among influenza A virus strains|2020-08-13 05:00:46
2759|123|What were the model assumptions?|the virus transmitted among the bats, and then transmitted to unknown hosts (probably some wild animals). The hosts were hunted and sent to the seafood market which was defined as the reservoir of the virus. People exposed to the market got the risks of the infection |2020-08-13 05:00:28
4285|115|How long MERS-CoV remained viable at high ambient temperature (30°C) and low RH (30 %) ?|for 24 h|2020-08-13 05:00:23
923|13|What is emphyema?|a rare complication of pneumonia|2020-08-13 05:00:29
3468|69|What are the conclusions of this study?|In this survey of heath care workers in hospitals equipped with fever clinics or wards for patients with COVID-19 in Wuhan and other regions in China, participants reported experiencing psychological burden, especially nurses, women, those in Wuhan, and frontline health care workers directly engaged in the diagnosis, treatment, and care for patients with COVID-19.|2020-08-13 05:00:01
1282|98|Can host resilience be predicted?|A recent study looking at malaria infections in animal models and human patients demonstrated that resilient hosts can be predicted|2020-08-13 05:00:17
2146|80|How did most patients contract influenza a virus subtype h7n9?|Most patients with A(H7N9) infections had contact with poultry or visited live animal markets|2020-08-13 05:00:37
5258|60|What is meant by a protective HIA titer?|conferring 50% protection against a viral challenge|2020-08-13 05:00:02
1931|145|What  will maximize the effectiveness of interventions?|Crisis-affected community engagement is integral in pandemic planning,|2020-08-13 05:00:57
921|3|Is the orf1ab gene at the 3' or 5' end of the bovine coronavirus genome?|5= side|2020-08-13 05:00:32
